surname,forename,initials,age_text,honours_awards,date_of_death,date_of_death2,rank,regiment,unitshipsquadron,Country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation
ASHTON,OWEN HUGH,O H,24,,25/07/1940,,Seaman,Royal Naval Patrol Service,H.M.S. Lucifer.,United Kingdom,'LT/JX 198778',BANGOR (GLANADDA) CEMETERY,East new ground. Grave 1911.,"Son of Hugh and Mary Jane Ashton, of Hirael, Bangor."
ASHTON,PERCY,P,,,18/08/1917,,Private,The Queen's (Royal West Surrey Regiment),10th Bn.,France,'9911',"BERTENACRE MILITARY CEMETERY, FLETRE",II. E. 8.,
ASHTON,PERCY,P,,,02/08/1917,,Driver,Australian Field Artillery,49th Bty. 13th Bde.,Belgium,'4127',BRANDHOEK NEW MILITARY CEMETERY,II. E. 13.,"Son of Isaac and Charlotte Ashton. Native of Burwood, Sydney."
ASHTON,PERCY,P,32,,13/08/1915,,Private,Manchester Regiment,1st/10th Bn.,Turkey (including Gallipoli),'2565',HELLES MEMORIAL,Panel 159 to 171.,"Son of Mrs. Sarah Jane Ashton, of 13, Cranbrook St., Oldham."
ASHTON,PERCY,P,,,25/09/1916,,Lance Serjeant,Cheshire Regiment,1st Bn.,France,'9007',THIEPVAL MEMORIAL,Pier and Face 3 C and 4 A.,
ASHTON,PERCY FREDERICK,P F,21,,24/08/1914,,Private,Wiltshire Regiment,1st Bn,France,'9084',LA FERTE-SOUS-JOUARRE MEMORIAL,,"Son of Eliza Ashton, of 52, Swindon Rd., North Wroughton, Wilts., and the late Richard Ashton. One of two brothers who fell."
ASHTON,PERCY GEORGE,P G,19,,29/04/1944,,Able Seaman,Royal Canadian Naval Volunteer Reserve,H.M.C.S. Athabaskan.,Canada,'V/31508',HALIFAX MEMORIAL,Panel 11.,"Son of Leonard Thomas Ashton and Elizabeth Ashton, of Toronto, Ontario."
ASHTON,PETER JOHN,P J,20,,27/07/1945,,Sergeant,Royal Air Force Volunteer Reserve,,Egypt,'1813703',MOASCAR WAR CEMETERY,3. A. 1.,"Son of Robert Louis and Cecilia Agnes Ashton. of Hackney, London."
ASHTON,PETER WALTER,P W,30,,30/05/1918,,Sapper,Royal Engineers,56th Field Coy.,France,'552735',ETAPLES MILITARY CEMETERY,LXVI. E. 23.,"Son of William Ashton and Ann Ashton, of Clapham; husband of Elizabeth Ellen Ashton, of 18, Strode Rd., Fulham Cross, London."
ASHTON,PHILIP JOHN,P J,32,,06/01/1940,07/01/1940,Captain,Royal Ulster Rifles,2nd Bn.,France,'36247',"CITE BONJEAN MILITARY CEMETERY, ARMENTIERES",Plot 11. Row A. Grave 1.,"Son of Percy and Eveleen M. Ashton, of Chelsea, London; husband of Joan Ashton."
ASHTON,RALPH ATHERTON,R A,19,,16/03/1941,,Gunner,New Zealand Artillery,,New Zealand,'1/15/1120',AUCKLAND (WAIKUMETE) CEMETERY,"Wes. Area C, Row 32, Grave 26.","Son of William Vernon and Edith Emily Ashton, of Henderson, Auckland."
ASHTON,RALPH VINCENT,R V,21,,27/11/1917,,Lance Corporal,South Wales Borderers,12th Bn.,France,'227127',VALENCIENNES (ST. ROCH) COMMUNAL CEMETERY,IV. E. 27.,"Son of Ralph Gladstone Ashton and Lily Hetta Ashton, of 67, Lord St., Blackpool."
ASHTON,RAYMOND,R,,,11/08/1918,,Private,The King's (Liverpool Regiment),9th Bn.,France,'49878',ANZIN-ST. AUBIN BRITISH CEMETERY,III. E. 3.,"Joseph and Elizabeth Ashton, Brown Rough Farm, Standedge, Dobcross, near Oldham."
ASHTON,REGINALD,R,38,,24/03/1941,,Serjeant,"Royal Tank Regiment, R.A.C.",44th,United Kingdom,'5173499',BRISTOL (ARNOS VALE) CEMETERY,Plot SSS. Grave 581.,"Son of Richard and Amy Ashton, of Bristol; husband of Elsie May Ashton, of Southville Bristol."
ASHTON,REGINALD GEORGE,R G,38,,02/09/1943,,Warrant Officer Class I,Gordon Highlanders,2nd Bn.,Myanmar,'532828',THANBYUZAYAT WAR CEMETERY,B1. F. 10.,"Son of Mr. and Mrs. J. Ashton; husband of Ivy Gwendoline Ashton, of Singapore. A.R.C.M."
ASHTON,REGINALD HENRY,R H,19,,20/10/1916,,Third Mate,Mercantile Marine,"S.S. ""Bayreaulx"" (London)",United Kingdom,,TOWER HILL MEMORIAL,,"Son of Henry Ashton, of 72, Crwys Rd., Cardiff, and the late Priscilla Ann Ashton. Born at Cardiff."
ASHTON,REGINALD OLIVER,R O,31,,04/10/1917,,Corporal,"Australian Infantry, A.I.F.",8th Bn.,Belgium,'4131',LIJSSENTHOEK MILITARY CEMETERY,XX. K. 16A.,"Son of Robert and Catherine Ashton; husband of E. S. Ashton, of Napier St., Maryborough, Victoria, Australia. Native of St. Kilda, Victoria."
ASHTON,REGINALD WILKINSON,R W,39,,26/01/1943,,Private,Australian Army Service Corps,A.I.F. 3 Res. M.T. Coy.,Myanmar,'NX68474',THANBYUZAYAT WAR CEMETERY,A11. B. 7.,Son of George Wilkinson Ashton and Florence Rose Ashton.
ASHTON,REUBEN,R,25,,31/07/1944,,Serjeant,Royal Artillery,105 Anti Tank Regt.,Italy,'1472990',AREZZO WAR CEMETERY,V. E. 17.,"Son of Alfred and Alice Ashton; husband of Rachel Ashton. of Neston, Cheshire."
ASHTON,RICHARD,R,30,,04/01/1945,,Private,Army Catering Corps,,Italy,'4204341',FORLI WAR CEMETERY,"III, C, 8.","Son of Mr. and Mrs. Henry Ashton, of Blackburn, Lancashire; husband of Rose Ashton, of Blackburn."
ASHTON,RICHARD,R,,,29/04/1943,,Gunner,Royal Artillery,350 Bty. 38 (6th Bn. The King's Regt. (Liverpool)) Searchlight Regt.,United Kingdom,'1761506',LIVERPOOL (WEST DERBY) CEMETERY,Sec. C. C. of E. Grave 1034.,
ASHTON,RICHARD,R,40,,29/06/1916,,Private,The Loyal North Lancashire Regiment,1st Bn.,United Kingdom,'6439',PRESTON (NEW HALL LANE) CEMETERY,O. CE. 675.,"Son of James and Margaret Ashton, of 18, Norton St., Burnley."
ASHTON,RICHARD,R,17,,30/09/1915,,Private,Monmouthshire Regiment,3rd Bn.,Belgium,'2577',BARD COTTAGE CEMETERY,I. G. 13.,"Son of Hiram and Catherine Ashton, of Bryn-y-Darran House, Pochin, Tredegar, Mon."
ASHTON,RICHARD,R,38,,24/03/1918,,Private,Royal Warwickshire Regiment,2nd/7th Bn.,France,'35027',POZIERES MEMORIAL,Panel 18 and 19.,"Son of Richard and Harriet Ashton, of Sidmouth, Devon."
ASHTON,RICHARD,R,,,20/09/1914,,Lance Corporal,South Lancashire Regiment,2nd Bn.,France,'5729',LA FERTE-SOUS-JOUARRE MEMORIAL,,
ASHTON,RICHARD ENTWISTLE,R E,29,,19/09/1944,,Driver,Royal Army Service Corps,63 (Airborne) Comp. Coy.,Netherlands,'T/161755',ARNHEM OOSTERBEEK WAR CEMETERY,4. C. 16.,
ASHTON,RICHARD GEORGE,R G,,,14/10/1940,,Stoker 2nd Class,Royal Naval Patrol Service,H.M. Trawler Lord Stamp,United Kingdom,'LT/KX 109439',LOWESTOFT NAVAL MEMORIAL,"Panel 4, Column 1.",
ASHTON,RICHARD HENRY,R H,22,,23/09/1943,,Stoker 1st Class,Royal Navy,H.M.S. Itchen,United Kingdom,'C/KX 108480',CHATHAM NAVAL MEMORIAL,"72, 1.","Son of Ellen Ashton, of Feltham, Middlesex."
ASHTON,RICHARD WILLIAM,R W,32,,28/05/1918,,Private,Worcestershire Regiment,3rd Bn.,France,'9651',SOISSONS MEMORIAL,,"Son of Joseph and Ellen Ashton, of 29, Baden Rd., Old Swan, Liverpool."
ASHTON,RICHARD WILLIAM JONES,R W J,49,,14/08/1916,16/08/1916,Private,"Australian Infantry, A.I.F.",51st Bn.,France,'2581',VILLERS-BRETONNEUX MEMORIAL,,"Son of Charles and Jannett Ashton; husband of Lucy Ashton, of 136, Hare St., Kalgoorlie, Western Australia. Born at Barmouth, Wales."
ASHTON,ROBERT,R,18,,29/08/1918,,Private,Devonshire Regiment,5th Bn.,France,'32424',VIS-EN-ARTOIS MEMORIAL,Panel 4.,Son of John and Annie Ashton.
ASHTON,ROBERT,R,23,,22/03/1944,,Private,Royal Army Ordnance Corps,,Italy,'10543557',ANCONA WAR CEMETERY,II. C. 11.,"Son of Thomas and Ellen Ashton, of Bolton, Lancashire."
ASHTON,ROBERT,R,21,,06/08/1914,,Stoker 1st Class,Royal Navy,"H.M.S. ""Amphion.""",United Kingdom,'K/16724',PLYMOUTH NAVAL MEMORIAL,3.,"Son of Thomas and Ann Ashton, of Burscough, Ormskirk."
ASHTON,ROBERT,R,21,,18/10/1917,,Private,King's Own (Royal Lancaster Regiment),"""C"" Coy. 7th Bn.",Belgium,'242017',AEROPLANE CEMETERY,III. C. 32.,"Son of Eliza Ashton, of Clough Cottage, Booth Rd., Waterfoot, Manchester."
ASHTON,ROBERT,R,19,,16/08/1917,,Private,West Yorkshire Regiment (Prince of Wales's Own),2nd Bn.,Belgium,'33526',TYNE COT MEMORIAL,Panel 42 to 47 and 162.,"Son of Mrs. Elizabeth Ann Bastow, of 16, Beacon Rd., Wibsey, Bradford."
ASHTON,ROBERT,R,,,06/03/1915,,Private,Cheshire Regiment,1st Bn.,Belgium,'12166',YPRES (MENIN GATE) MEMORIAL,Panel 19 - 22.,
ASHTON,ROBERT ALEXANDER,R A,22,,01/09/1944,,Flight Sergeant,Royal Australian Air Force,,France,'436598',ARC-ET-SENANS COMMUNAL CEMETERY,Grave 7.,"Son of William Arthur and Laura Rosena Ashton, of Brighton, Victoria, Australia."
ASHTON,ROBERT J.,R J,30,,29/10/1915,,Private,York and Lancaster Regiment,2nd Bn.,Belgium,'20765',POTIJZE BURIAL GROUND CEMETERY,D1. 15.,"Son of William and Elizabeth Ashton, of Liverpool, England; husband of Ellen Ashton, of 184, O'Brien St., North Bay, Ontario, Canada."
ASHTON,ROBERT JOHN,R J,16,,31/05/1916,,Boy 1st Class,Royal Navy,"H.M.S. ""Chester.""",United Kingdom,'J/41852',PLYMOUTH NAVAL MEMORIAL,13.,"Son of William and Margaret Jane Ashton, of 6, Testerton St., Notting Hill, London."
ASHTON,ROBERT MARK,R M,33,D C M,07/11/1917,,Second Lieutenant,The Loyal North Lancashire Regiment,1st/12th (Pioneer) Bn.,Israel and Palestine (including Gaza),,BEERSHEBA WAR CEMETERY,N. 72.,"Son of Walter Thomas and Harriet Anne Ashton; husband of Maude M. Ashton, of 1, Ferndene Rd., Herne Hill, London."
ASHTON,ROBERT WILLIAM,R W,19,,08/11/1915,,Corporal,Lancashire Fusiliers,10th Bn.,Belgium,'13612',HOOGE CRATER CEMETERY,XVI. G. 18.,"Son of W. J. and M. E. Ashton, of 29, Hazel St., Hulme, Manchester."
ASHTON,ROGER HAY,R H,,,30/07/1916,,Second Lieutenant,Royal Scots Fusiliers,2nd Bn.,France,,THIEPVAL MEMORIAL,Pier and Face 3 C.,
ASHTON,RONALD CHARLES,R C,21,,27/04/1943,,Lieutenant,Queen's Own Royal West Kent Regiment,1st Bn.,Tunisia,'189454',MASSICAULT WAR CEMETERY,II. G. 13.,"Son of Maj. Charles Gerald Ashton and Marjorie Clara Ashton, of Sevenoaks, Kent."
ASHTON,RONALD GEORGE,R G,41,,29/01/1942,,Flight Lieutenant,Royal Air Force Volunteer Reserve,,Egypt,'72471',HELIOPOLIS WAR CEMETERY,1. C. 33.,"Son of George Edwin and Beatrice Florence Ashton; husband of Ethel Lilian Ashton, of Paddington, London."
ASHTON,RONALD HUGH,R H,23,,29/04/1943,,Flight Lieutenant,Royal Air Force,12 Sqdn.,Poland,'41814',POZNAN OLD GARRISON CEMETERY,Coll. grave 5. B. 6.,"Son of Vivian and Violet M. Ashton, of Athlone, Irish Republic."
ASHTON,ROWLAND,R,24,,09/10/1917,,Lance Corporal,York and Lancaster Regiment,1st 5th Bn.,Belgium,'241241',TYNE COT MEMORIAL,Panel 125 to 128.,"Son of John Edward Ashton and Hannah Ashton, of 13, Hope St., Barnsley."
ASHTON,ROWLAND GEORGE,R G,20,,13/10/1945,,Driver,Royal Army Service Corps,,Belgium,'T/14675656',BRUSSELS TOWN CEMETERY,X. 28. 54.,"Son of Frank Ashton, and of Maud Eliza Ashton, of March, Cambridgeshire."
ASHTON,ROWLAND OTTO,R O,29,,01/07/1916,,Private,Manchester Regiment,"""C"" Coy. 16th Bn.",France,'6713',THIEPVAL MEMORIAL,Pier and Face 13 A and 14 C.,"Son of Margaret Ashton, of 39, Everton Rd., Chorlton-on-Medlock, Manchester, and the late George W. Ashton."
ASHTON,SAMUEL,S,,,06/04/1916,,Private,Oxford and Bucks Light Infantry,1st Bn.,Iraq,'10069',BASRA MEMORIAL,Panel 26 and 63.,
ASHTON,SAMUEL,S,21,,11/12/1916,,Private,Cheshire Regiment,1st/5th Bn.,United Kingdom,'1981',CHEADLE AND GATLEY CEMETERY,P. 108.,"Son of Sarah Ann Ashton, of 51, School St., Cheadle Heath, Stockport, and the late John Ashton."
ASHTON,SAMUEL,S,31,,11/11/1917,,Private,Manchester Regiment,18th Bn.,Belgium,'203345',LIJSSENTHOEK MILITARY CEMETERY,XXII. HH. 25.,"Husband of Martha Jane Cummins (formerly Ashton), of 4, Clifton St., Ashton-under-Lyne."
ASHTON,SAMUEL,S,,,26/03/1918,,Private,King's Shropshire Light Infantry,1st/4th Bn.,France,'31464',ARRAS MEMORIAL,Bay 7.,
ASHTON,SAMUEL,S,32,,08/05/1915,,Corporal,Cheshire Regiment,2nd Bn.,Belgium,'13378',YPRES (MENIN GATE) MEMORIAL,Panel 19 - 22.,"Husband of F. A. Jackson (formerly Ashton), of 16, Lucas St., Brinksway, Stockport."
ASHTON,SAMUEL EDWARD,S E,,,13/05/1917,,Private,Lincolnshire Regiment,3rd Bn.,United Kingdom,'11682',GAINSBOROUGH GENERAL CEMETERY,A. Con. 2685.,"Husband of A. A. Cheetham (formerly Ashton), of 77, Church St., Gainsborough."
ASHTON,SIDNEY,S,37,,27/07/1940,,Stoker 1st Class,Royal Navy,H.M.S. Wren,United Kingdom,'P/SSX 125734',PORTSMOUTH NAVAL MEMORIAL,"Panel 41, Column 3.","Son of Edward Arthur and Lillian Ashton; husband of Alice Ashton, of Crookesmoor, Sheffield."
ASHTON,SIDNEY CHARLES,S C,44,,31/10/1917,,Major,"Auckland Mounted Rifles, N.Z.E.F.",,Israel and Palestine (including Gaza),'13283',BEERSHEBA WAR CEMETERY,D. 8.,"Son of Thomas Felix and Emma Ashton, of Warkworth, Auckland, New Zealand. Native of London, England."
ASHTON,SQUIRE,S,31,,26/06/1944,,Corporal,"Reconnaissance Corps, R.A.C.",61st Regt.,France,'5890124',TILLY-SUR-SEULLES WAR CEMETERY,IV. G. 6.,"Son of James and Rose Ashton; husband of Phylis Nora Irena Ashton, of Kettering, Northamptonshire."
ASHTON,STANLEY,S,,,15/06/1917,,Private,Army Service Corps,"1st Base Motor Repair Depot, M.T.",France,'DM2/179869',BOIS-GUILLAUME COMMUNAL CEMETERY EXTENSION,A. 16B.,
ASHTON,STANLEY,S,21,,08/05/1942,,Leading Signalman,Royal Navy,H.M. Submarine Olympus,United Kingdom,'D/SSX 31775',PLYMOUTH NAVAL MEMORIAL,"Panel 67, Column 3.",
ASHTON,STANLEY JAMES,S J,,,03/07/1916,,Private,Queen's Own (Royal West Kent Regiment),6th Bn.,France,'G/6275',THIEPVAL MEMORIAL,Pier and Face 11 C.,
ASHTON,STANLEY RANS,S R,19,,27/05/1942,,Sergeant,Royal Air Force Volunteer Reserve,86 Sqdn.,United Kingdom,'1121869',RUNNYMEDE MEMORIAL,Panel 77.,"Son of Albert Edward and Gertrude Helen Ashton, of Boston, Lincolnshire."
ASHTON,STANLEY WALTER,S W,34,,14/08/1943,,Private,Australian Infantry,A.C.M.F. 47 Bn.,Papua New Guinea,'Q24629',LAE WAR CEMETERY,P. B. 2.,"Son of Christopher and Annie Christina Ashton, of Tamaree, Queensland."
ASHTON,STANLEY WILLIAM,S W,,,04/06/1940,,Pilot Officer,Royal Air Force,59 Sqdn.,United Kingdom,'42476',SWINDON (RADNOR STREET) CEMETERY,Plot C. Grave 3524.,
ASHTON,SYDNEY,S,,,04/09/1918,,Private,Australian Machine Gun Corps,5th Bn.,France,'2043',BOIS-GUILLAUME COMMUNAL CEMETERY EXTENSION,G. 1A.,"Son of John Henry and Agnes Harriet Ashton, of Hay, New South Wales. Husband of Elizabeth Ashton, of Crampton Lane, Wagga, New South Wales."
ASHTON,SYDNEY ARNOLD,S A,20,,30/04/1916,,Rifleman,London Regiment (City of London Rifles),1st/6th Bn.,France,'4786',ARRAS MEMORIAL,Bay 9 and 10.,"Son of Robert M. and Ada Ashton, of 28, Airlie Gardens, Ilford, Essex."
ASHTON,THOMAS,T,37,,27/06/1917,,Sapper,Royal Engineers,XV Corps H.Q.,Belgium,'36811',NIEUPORT MEMORIAL,,Son of the late Mr. and Mrs. J. T. Ashton.
ASHTON,THOMAS,T,42,,13/08/1915,,Trimmer,Mercantile Marine,"S.S. ""Royal Edward"" (Toronto)",United Kingdom,,TOWER HILL MEMORIAL,,"Son of Christiana Ashton, of 12, Riches Buildings, Aster Lane, Red Cross St., Bristol, and the late Thomas Ashton."
ASHTON,THOMAS,T,20,,13/02/1917,,Cook,Mercantile Marine,"Fishing Vessel ""Friendship"" (Brixham)",United Kingdom,,TOWER HILL MEMORIAL,,Born in London.
ASHTON,THOMAS,T,22,,11/09/1918,,Private,South Lancashire Regiment,"""C"" Coy. 2nd/4th Bn.",France,'241913',"TERLINCTHUN BRITISH CEMETERY, WIMILLE",IV. A. 30.,"Son of William and Mary Ashton, of Thatto Heath, St. Helens, Lancashire."
ASHTON,THOMAS,T,21,,26/12/1916,,Private,King's Own (Royal Lancaster Regiment),1st/4th,Belgium,'4900',LIJSSENTHOEK MILITARY CEMETERY,X. C. 40.,"Son of Nathaniel and Sarah Ann Ashton, of 750, Oldham Rd., Bardsley, Ashton-under-Lyne."
ASHTON,THOMAS,T,30,,23/04/1917,,Private,South Wales Borderers,2nd Bn.,France,'28299',ARRAS MEMORIAL,Bay 6.,"Son of Ann Ashton, of 93, George Lane, Woodley, Stockport, and the late Peter Ashton."
ASHTON,THOMAS,T,21,,20/04/1917,,Private,Lincolnshire Regiment,8th Bn.,France,'43328',ARRAS MEMORIAL,Bay 3 and 4.,"Son of William and Lizzie Ashton, of Hanthorpe, Morton, Bourne, Lincs."
ASHTON,THOMAS,T,39,,03/05/1917,,Private,King's Own Yorkshire Light Infantry,2nd/5th Bn.,France,'242107',ARRAS MEMORIAL,Bay 7.,"Son of the late Thomas and Sarah Ann Ashton; husband of Annie Elizabeth Hall (formerly Ashton), of 86, Common Side, Hanging Heaton, Batley, Yorks."
ASHTON,THOMAS,T,19,,05/11/1916,,Private,Durham Light Infantry,1st/9th Bn.,France,'7095',THIEPVAL MEMORIAL,Pier and Face 14 A and 15 C.,"Son of Charles and Elizabeth Ann Ashton, of 65, Katherine St., Darlington."
ASHTON,THOMAS,T,,,29/08/1916,,Private,South Lancashire Regiment,2nd Bn.,France,'12515',THIEPVAL MEMORIAL,Pier and Face 7 A and 7 B.,
ASHTON,THOMAS,T,,,09/09/1917,,Private,Northumberland Fusiliers,21st (Tyneside Scottish) Bn.,France,'35922',THIEPVAL MEMORIAL,Pier and Face 10 B  11 B and 12 B.,
ASHTON,THOMAS,T,,,31/07/1917,,Private,Cheshire Regiment,1st/6th Bn.,Belgium,'265073',YPRES (MENIN GATE) MEMORIAL,Panel 19 - 22.,"Adopted son of Mrs. Meakin, of 128, Wellington Rd. South, Stockport."
ASHTON,THOMAS,T,20,,04/10/1917,,Private,Border Regiment,6th Bn.,Belgium,'28050',CEMENT HOUSE CEMETERY,Sp. Mem. B. 1.,"Son of Mr. J. E. and Mrs. J. Ashton, of 14, James St., Earby, Colne, Lancs. Native of Addingham, Ilkley, Yorks."
ASHTON,THOMAS BUCK,T B,24,,02/04/1918,,Private,Lincolnshire Regiment,8th Bn.,France,'38203',ARRAS MEMORIAL,Bay 3 and 4.,"Son of Mrs. Harriet Buck, of Gosberton Risegate, Spalding, Lincs."
ASHTON,THOMAS CHARLES,T C,29,,16/07/1943,,Gunner,Royal Artillery,"240 Bty., 77 H.A.A. Regt.",Thailand,'1582248',KANCHANABURI WAR CEMETERY,8. D. 58.,"Son of David Richard and Harriet Ashton, of Bridgend, Glamorgan."
ASHTON,THOMAS DONALD,T D,39,,08/03/1941,,First Radio Officer,Merchant Navy,S.S. Hindpool (West Hartlepool),United Kingdom,,TOWER HILL MEMORIAL,Panel 57.,"Son of Joseph and Rebecca Ashton, of Hull; husband of Margaret D. Ashton, of Statfield, Lossiemouth, Morayshire."
ASHTON,THOMAS EDWARD,T E,36,,02/04/1945,,Civilian,Civilian War Dead,,Civilian War Dead,,"BOOTLE, COUNTY BOROUGH",,"Driver, N.F.S.; of 18 Pope Street. Husband of Eileen Ashton. Died at 18 Pope Street, as the result of an illness contracted while on duty in May 1942."
ASHTON,THOMAS H.,T H,22,,29/06/1917,,Private,Durham Light Infantry,20th Bn.,Belgium,'30229',YPRES (MENIN GATE) MEMORIAL,Panel 36 and 38.,"Son of Arthur and Mary Alice Ashton, of 54, Keswick St., West Hartlepool."
ASHTON,THOMAS HENRY,T H,39,,26/07/1917,,Private,South Staffordshire Regiment,7th Bn.,Belgium,'17081',ESSEX FARM CEMETERY,I. Z. 7.,"Son of William and Emily Ashton, of 94, Horninglow Rd. North, Burton-on-Trent."
ASHTON,THOMAS HENRY,T H,43,,13/12/1919,,Company Quartermaster Serjeant,East Lancashire Regiment,9th Bn.,United Kingdom,'13594',HALE CEMETERY,E. 262A.,Son of George and Emma Ashton.
ASHTON,THOMAS PETER,T P,28,,27/04/1918,,Gunner,Royal Field Artillery,148th Bde.,France,'3185',BOULOGNE EASTERN CEMETERY,IX. A. 33.,"Husband of Lucy Ashton, of 4, Sadlers Fold, Byron Lane, Lowton, Newton-le-Willows, Lancs."
ASHTON,THOMAS REGINALD,T R,,,22/07/1942,,Pilot Officer,Royal Air Force Volunteer Reserve,408 (R.C.A.F.) Sqdn,Netherlands,'104333',BERGEN-OP-ZOOM WAR CEMETERY,31. A. 4.,
ASHTON,THOMAS WILLIAM,T W,33,,31/07/1917,,Private,Middlesex Regiment,2nd Bn.,Belgium,'G/42964',YPRES (MENIN GATE) MEMORIAL,Panel 49 and 51.,"Son of Joe and Fanny Ashton, of 46, Cliffe St. Dewsbury; husband of Beatrice Ashton, of 8, Stapleton Buildings, Vulcan Rd., Yorks."
ASHTON,TOM,T,22,,31/03/1944,,Flight Sergeant,Royal Air Force Volunteer Reserve,44 Sqdn.,Germany,'1437584',HANOVER WAR CEMETERY,Coll. grave 4. J. 1-3.,"Son of Fred and Sarah Ashton, of Huddersfield. 1st Class Certificate in Mechanical Engineering, Huddersfield Technical College."
ASHTON,TOM,T,,,13/05/1915,,Private,Royal Marine Light Infantry,"(RMR/B/950). H.M.S. ""Goliath.""",United Kingdom,'PLY/11443',PLYMOUTH NAVAL MEMORIAL,7.,
ASHTON,WALTER,W,29,,01/08/1946,,Private,Durham Light Infantry,16th Bn.,United Kingdom,'4626899',BIRTIN (OUGHTIBRIDGE) CEMETERY,Grave 80.,"Son of George and Ellen Ashton, of Worrall; husband of Caroline Ashton."
ASHTON,WALTER,W,41,,08/08/1915,,Private,Coldstream Guards,3rd Bn.,France,'165',WIMEREUX COMMUNAL CEMETERY,I. J. 17A.,"Son of Edwin and Elizabeth Ashton, of Bolsterstone, Sheffield; husband of Alice Martha Ashton, of 11, Elm Terrace, Owlerton Green, Sheffield. Served in the South African campaign."
ASHTON,WALTER,W,,,10/07/1916,,Private,Manchester Regiment,17th Bn.,France,'8364',THIEPVAL MEMORIAL,Pier and Face 13 A and 14 C.,
ASHTON,WALTER,W,,,09/10/1917,,Private,Manchester Regiment,2nd/10th Bn.,Belgium,'377143',TYNE COT MEMORIAL,Panel 120 to 124 and 162 to 162A and 163A.,
ASHTON,WALTER,W,,,02/04/1918,,Private,East Lancashire Regiment,2nd Bn.,France,'204084',POZIERES MEMORIAL,Panel 42 and 43.,
ASHTON,WALTER COLES,W C,34,,09/05/1915,,Private,Northamptonshire Regiment,2nd Bn.,Belgium,'15809',PLOEGSTEERT MEMORIAL,Panel 7.,"Husband of Alice Ashton, of 11, Florence Rd., Northampton."
ASHTON,WALTER WILLIAM,W W,24,,15/12/1941,,Stoker 1st Class,Royal Navy,H.M.S. Galatea,United Kingdom,'C/KX 104682',CHATHAM NAVAL MEMORIAL,"47, 2.","Son of Walter William and Edith Elizabeth Ashton, of North Kensington, London."
ASHTON,WARWICK LLOYD,W L,25,,29/09/1916,,Private,Queen's Own (Royal West Kent Regiment),7th Bn.,France,'18182',"CONTAY BRITISH CEMETERY, CONTAY",I. E. 11.,"Son of Joseph Warwick Ashton and Eleanor Ashton, of Manchester."
ASHTON,WILFRED,W,29,,14/09/1914,,Serjeant,King's Royal Rifle Corps,2nd Bn.,France,'7157',VENDRESSE BRITISH CEMETERY,Troyon Chyd. Mem. 46.,"Son of John Marshall Ashton and Mary Ashton, of Lea, Gainsborough, Lincs."
ASHTON,WILFRED LAUGHTON,W L,26,,09/09/1918,,Private,Lancashire Fusiliers,17th Bn.,Belgium,'201839',TYNE COT MEMORIAL,Panel 54 to 60 and 163A.,"Son of Walter and Agnes Ashton, of ""Eastleigh,"" Broughton Avenue, Southport."
ASHTON,WILFRED THOMAS,W T,20,,28/03/1915,,Private,Royal Warwickshire Regiment,7th Reserve Bn.,United Kingdom,'1641',CONDOVER (SS. MARY AND ANDREW) CHURCHYARD,North-West of Church.,"Son of Thomas and Charlotte Ashton, of Condover. Born at Condover."
ASHTON,WILLIAM,W,23,,28/10/1917,,Driver,Royal Field Artillery,"""A"" Bty. 311th Bde.",Belgium,'781848',POTIJZE CHATEAU LAWN CEMETERY,E. 10.,"Son of Mrs. Ashton, of 116, Ashton Rd. West, Failsworth, Manchester. Enlisted 7th Sept.1914,."
ASHTON,WILLIAM,W,,,05/08/1917,,Private,"Australian Infantry, A.I.F.",16th Bn.,Belgium,'6958',YPRES (MENIN GATE) MEMORIAL,Panel 7 - 17 - 23 - 25 - 27 - 29 - 31.,
ASHTON,WILLIAM,W,21,,26/02/1917,,Private,East Lancashire Regiment,6th Bn.,Iraq,'21920',BASRA MEMORIAL,Panel 19.,"Son of William and Mary Ashton, of 11, St. Ives Rd., Blackburn."
ASHTON,WILLIAM,W,31,,26/03/1943,,Driver,Royal Engineers,,United Kingdom,'14242599',HINDLEY CEMETERY,Sec. C.C.9. Grave 264.,"Son of Peter and Ellen Ann Ashton, of Hindley; husband of Florrie Ashton, of Hindley."
ASHTON,WILLIAM,W,34,,12/12/1918,,Driver,Royal Field Artillery,129th Bde. Ammunition Col.,Greece,'184602',"SARIGOL MILITARY CEMETERY, KRISTON",A. 168.,"Son of Edward and Mary Ann Ashton, of Barton, Nr. Darlington; husband of Mrs. M. A. E. Ashton, of 24, Upper Archer St., Darlington."
ASHTON,WILLIAM,W,,,28/11/1917,,Gunner,Royal Field Artillery,4th (Reserve) Bde,United Kingdom,'681810',LIVERPOOL (WEST DERBY) CEMETERY,I. CE. 1270.,
ASHTON,WILLIAM,W,19,,20/04/1917,,Corporal,The Loyal North Lancashire Regiment,1st/4th Bn,Belgium,'202704',LIJSSENTHOEK MILITARY CEMETERY,XII. A. 12A.,"Son of John and Elizabeth Ashton, of 87A, Railway Cottages, Moss Lane, Burscough Bridge, Lancs."
ASHTON,WILLIAM,W,25,,05/06/1915,,Private,Manchester Regiment,1st/6th Bn.,Turkey (including Gallipoli),'2296',HELLES MEMORIAL,Panel 159 to 171.,"Son of William and Elizabeth Ann Ashton, of 50, Slade Grove, Longsight, Manchester."
